,Datetime,Text,user,retweets
20,2020-04-21 23:11:33+00:00,New pet peeve: people who don’t take Coronavirus seriously,YoungKingLGQ,0
21,2020-04-21 23:02:54+00:00,"Watch CBSN tonight at 7pm ET, @Elaine_Quijano has a complete recap of today's W.H. #Coronavirus Task Force press briefing and the rest of the day's pandemic news. Elaine is anchoring &amp; practicing social distancing from New York her home. @CBSNews #AlwaysOn http://cbsnews.com/live",JoshX1993,0
22,2020-04-21 22:34:47+00:00,"There’s more deaths from Coronavirus in the NJ then there is in the entire country of Australia. Why? Australia is one of the leading countries for testing. TEST TEST TEST. You feel sick, you get a test. None of this waiting days to get a test and days to get a result when it’s",BillyHoward423,0
23,2020-04-21 21:39:25+00:00,Me after I see the CDC director warns second wave of coronavirus is likely to be worse. ,azael181818,1
24,2020-04-21 21:05:29+00:00,"Watch and stream #CBSN at 5pm ET and throughout the night, @Elaine_Quijano anchoring with the latest #coronavirus news including live coverage of President Trump the W.H. Task Force press briefing. #RedAndBlue @CBSNLive @CBSNews #AlwaysOn @robjgifford http://cbsnews.com/live",JoshX1993,0
25,2020-04-21 18:51:27+00:00,Damn first the coronavirus and now this? Everything is really like “fuck the Bronx” pic.twitter.com/eNFdKMfF80,bigbronxenergy,0
26,2020-04-21 18:39:36+00:00,I missed an email and the sender emailed my boss to ask if I had coronavirus,j_entree,0
27,2020-04-21 16:46:09+00:00,New York City to hold ticker-tape parade for coronavirus heroes ,JessLappin,0
28,2020-04-21 16:02:20+00:00,"Worth a listen - a useful discussion of the 5G #coronavirus conspiracies, plus a valuable conversation about doing #scicomm with your freaked out loved ones.",GarrettBroad,1
29,2020-04-21 12:58:20+00:00,Corona virus took our 2020 ,Emanrod96,1
30,2020-04-21 12:57:30+00:00,"On @cnbc, @jimcramer is supporting the idea of “giving cosmetologists” in Georgia “a shot” at returning to work. Gee, Jim, is 3% of those getting coronavirus in Georgia dying from the illness ""a shot""? Why do business people always think they know more than medical professionals?",GothamNurse,0
31,2020-04-21 12:06:34+00:00,How your organization answers this overarching question could help determine your post-coronavirus success in recruiting and retaining employees. https://pwc.to/2RUPXhp. Great sitting down with @JohnJEgan @SHRM,bhushansethi1,4
32,2020-04-21 11:39:07+00:00,The coronavirus pandemic has people rethinking their plans for having kids ,jamiaw,0
33,2020-04-21 10:54:23+00:00,"NYCHA residents tell me they welcome a plan to administer coronavirus tests and hand out masks and sanitizer, but are upset it took so long. This is how we’re doing interviews now. #abc7NY",wallerABC7,0
34,2020-04-21 10:28:10+00:00,"The Coronavirus Diaries, Day 40: The Green List ",thehorrorshowBK,2
35,2020-04-21 04:15:25+00:00,"In an interesting interview with A Bola, John van ‘t Schip revealed his goals with the @EthnikiOmada, while also sharing his opinions about the #coronavirus crisis. ",agonasport,2
36,2020-04-21 03:10:08+00:00,This 4/20 don’t hit the same ... fuck you Coronavirus pic.twitter.com/IzPoGVrAZp,Jcordero108,2
37,2020-04-21 02:22:55+00:00,President Trump tweeted that he will sign an executive order to temporarily suspend immigration into the United States amid the coronavirus pandemic ,MonaSalama_,1
38,2020-04-21 00:55:21+00:00,Episode 115 - Surprises in the Coronavirus Models ,maxsklar,1
39,2020-04-21 00:32:33+00:00,Amazing and powerful piece by #feminist activist and #gender expert @kinjoh - thank you for raising your voice for #women in #conflict and #corona #coronavirus #WPS #UNSCR1325,LinaAbirafeh,2
40,2020-04-21 00:32:00+00:00,"New York is recovering, Lowest no. of new cases since March 23rd. https://observablehq.com/@mdileep/new-york-new-cases #NewYork #COVID19 #coronavirus #COVIDー19",mdileep,0
41,2020-04-21 00:26:27+00:00,"President Trump on Monday lashed out at governors who have clamored for more widespread coronavirus testing, accusing them of playing politics or simply being ignorant of resources in their own states. ",dfutoryan,0
42,2020-04-21 00:10:45+00:00,"The #coronavirus crisis has killed more than 7,000 people at nursing homes across the country, The New York Times has determined, and has even ravaged facilities with sterling reputations. https://www.nytimes.com/2020/04/19/nyregion/coronavirus-nj-andover-nursing-home-deaths.html?smid=tw-share",MrOkra,0
43,2020-04-21 00:07:57+00:00,"#nursinghomes have 1% of NJ's population, but 40% of state's #coronavirus deaths https://www.northjersey.com/story/news/coronavirus/2020/04/17/coronavirus-nj-nursing-home-deaths-account-40-percent-njs-fatalities/5155332002/ via @northjersey",MrOkra,0
44,2020-04-21 00:05:31+00:00,FUNdamentally. #Home #Binge #StayHome #StayAtHome #QuedateEnCasa #SelfIsolation #SocialDistancing #Quarantine #CoronaVirus #COVID19 #Streaming #Eating #Food #Breakfast #Lunch #Dinner #ALCOHOL #Drinks #ARIAS ,JORDANARIASXGOD,0
45,2020-04-21 00:03:44+00:00,"#Coronavirus in Ohio: More than 1,800 inmates, 73% of the population at #MarionCorrectional test positive",MrOkra,0
46,2020-04-21 00:01:21+00:00,𝐍𝐄𝐖 𝐒𝐀𝐋𝐄 𝐄𝐍𝐓𝐄𝐑 𝐏𝐑𝐎𝐌𝐎 𝐂𝐎𝐃𝐄 𝐒𝐓𝐎𝐏𝐂𝐎𝐑𝐎𝐍𝐀 𝐅𝐎𝐑 𝟐𝟓% 𝐎𝐅𝐅 𝐀𝐋𝐋 𝐓𝐄𝐄𝐒 #streetwearclothing #clothingstore #clothing #coronavirus #mensclothing #clothingbrands #covid_19 #heroes #stimuluscheck #quarentine #viral #clothingline #explorepage #fbf,BohemianHarlem,0
47,2020-04-21 00:00:31+00:00, NPR: Watch Live: White House Coronavirus Task Force Briefing. https://www.npr.org/2020/04/20/837548270/watch-trump-and-governors-clash-on-coronavirus-testing-capacity via @GoogleNews,Tony98Tony,0
0,2020-04-22 23:41:19+00:00,Why Didn't Bitcoin Explode During Coronavirus? https://youtu.be/Lt1aZitybvc via @CelsiusNetwork with @davidpakmanshow,Mashinsky,12
1,2020-04-22 22:21:04+00:00,The president now going out of his way to humiliate the public health professionals. #coronavirus,RobGeorge,5
2,2020-04-22 21:26:24+00:00,* me slapping that hoe #CoronaVirus when i see her.... ,StevieDerrick_,4
3,2020-04-22 21:12:04+00:00,As we celebrate the 50th anniversary of Earth Day I explore the history of one of our country’s iconic spaces. @CentralParkNYC #centralpark #earthday #earthday50 #covid19 #coronavirus #nyc #EarthDay2020,DHenryTV,4
4,2020-04-22 17:45:54+00:00,"Here’s how real the coronavirus is — @RupertMurdoch, the head of Fox News, his son Lachlan and other Fox execs will forgo their salaries through Sept. Lachlan even suggested the staff do some “virtual volunteering” to help:",edmundlee,17
5,2020-04-22 17:11:25+00:00,The line of people waiting to get food at this Harlem church stretches almost the entire block. A lot of New Yorkers in need right now. #coronavirus @NY1 – at Soul Saving Station General HQ,JuanMaBenitez,8
6,2020-04-22 17:03:09+00:00,Cops' hands tied as burglaries rise amid coronavirus crisis because the suspects are being set free “immediately” after being arrested: NYPD https://nypost.com/2020/04/22/shea-nypds-hands-tied-as-burglaries-rise-amid-coronavirus/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypmetro,RetiredNYCPD,6
7,2020-04-22 16:29:57+00:00,Episode 6 of Eatin’ Dicks with Bob Biggerstaff starring Kim Kardashian! #eatindicks #bobinthecity #COVID19 #coronavirus #butt pic.twitter.com/7V4pLgzvrd,bob_biggerstaff,6
8,2020-04-22 15:53:54+00:00,"CUOMO: @MikeBloomberg will oversea a tristate-wide coronavirus tracing program, tracing contacts of people who have tested positive #abc7NY",wallerABC7,11
9,2020-04-22 15:32:38+00:00,Listening to @AOC’s interview on @maddow from last night. Her district is the hardest hit IN THE COUNTRY by coronavirus. I’m basically a sobbing gay hysterical mess. She is the future. We might—MIGHT—be ok if we keep electing people like her to lead.,patrickhinds,2
10,2020-04-22 14:07:31+00:00,"Greetings from Mt Sinai Hospital. Today I got tested for #coronavirus antibodies If I have enough, I’ll be able to donate plasma and hopefully help someone who’s really sick. Antibody results take a few days, in case you’re curious – at Mt. Sinai Center for Advanced Medicine (CAM) Building",johncraven1,13
11,2020-04-22 13:43:43+00:00,"So many people have said they’d like to thank health care workers, first responders and others on the front lines of the #coronavirus crisis. Here’s your chance! @wcbs880 – at 880 WCBS AM",SteveScottNEWS,2
12,2020-04-22 13:15:00+00:00,John Cho: Coronavirus reminds Asian Americans belonging is conditional ,PrancingPapio,2
13,2020-04-22 12:01:48+00:00,Please join me in offering a helping hand to these 10 young beautiful orphans who have lost their precious father at the age of 43 due to coronavirus — do a mitzvah and contribute to this emergency fund ,jacobkornbluh,8
14,2020-04-22 08:25:28+00:00,Whenever I’m feeling down about corona virus I just think of all the horror video games I could potentially be trapped in and realize things could be worse.,zdanz,3
15,2020-04-22 07:46:48+00:00,me: please go away!! you’re going to ruin my summer!! coronavirus: ,yamiflex,10
16,2020-04-22 04:39:57+00:00,"Attention, Hollywood studios: I have just had the idea that will save you all in the time of coronavirus. Four words: “Drive in movie theaters.” Let’s bring ‘em back. Now. ",ClaudeBrodesser,0
17,2020-04-22 03:24:32+00:00,This Tea will slap the Coronavirus out of anybody ,CDiaz65_,9
18,2020-04-22 03:12:31+00:00,Buying a thermometer was the best thing I ever did because everyday i think I have coronavirus until I take my temperature,jeanettehayes,0
19,2020-04-22 03:07:45+00:00,"“Yeah, I already had coronavirus last month” is the new “I’m on PrEP”",jeffyadar,2
20,2020-04-22 23:31:30+00:00,jesus died so you could model your bikinis during Coronavirus for internet strangers,dougbies,0
21,2020-04-22 23:02:30+00:00,Trump is standing there sooooo pissed right now that Fauci is saying he’s convinced that coronavirus will still be here in the fall,FirenzeMike,0
22,2020-04-22 20:30:45+00:00,Sooo is coronavirus still getting worse or did the curve flatten? I’m curious as to why states are opening.,ccarollllll,0
23,2020-04-22 19:18:53+00:00,"In the epicenter of coronavirus, today is the first time I’ve taken public transit (PATH) since March 10. No one on the platform. No one on the train – at World Trade Center PATH Station",Maury_Koffman,0
24,2020-04-22 17:20:44+00:00,8 big ways Coronavirus affect Latinos @SaludAmerica @NHMAmd @NHMACYP @NHMACOR @APALatinoCaucus @APA_Publishing @NYCMayor @NYCHealthSystem @DrKatzNYCHH @NYCHealthCommr #COVID19 @nycHealthy,athenea3000,3
25,2020-04-22 16:51:46+00:00,"@CathyFeingold underscores the need for global leadership and universal social protection during today’s discussion on improving global supply chains, hosted by @ilo4USA and @LehighU #COVID19 #Coronavirus #SupplyChains",ILO_NewYork,3
26,2020-04-22 16:26:57+00:00,“Uncertainty means you have to constantly scan the horizon.” Grateful for the advice from @angeladuckw on #TheInnerViews for @getmorebrave Preview https://youtu.be/s38JZIqWlmE #coronavirus #zoom #motivation #psychology #stress #uncertainty,CristaSamaras,1
27,2020-04-22 15:15:08+00:00,How Home Depot and Lowe’s are preparing for their busy home improvement season during coronavirus uncertainty https://fortune.com/2020/04/22/coronavirus-home-depot-lowes-home-improvement-renovation/ pretty ballsy move by $HD to say no to sales events (to limit shopper traffic) during home improvements Black Friday,philwahba,4
28,2020-04-22 15:14:56+00:00,Cardi B saying “CARHONAVIHRUS” is actually the vaccine for Coronavirus.,jacchamberlain,1
29,2020-04-22 13:56:49+00:00,"Expect hundreds of thousands of coronavirus tests every day in NYC, with buildings around the city converted into testing sites, @NYCMayor @BilldeBlasio says.",chayesmatthew,3
30,2020-04-22 13:00:52+00:00,What is Flipgrid? https://www.imagineersteam.com/blog/what-is-flipgrid Are you looking for an easy to use communication &amp; learning tool during #distancelearning? Read how easy it is to use @flipgrid in your classroom today! #stem #virtuallearning #coronavirus #edtech #technology,ImagineerSTEAM,1
31,2020-04-22 12:49:24+00:00,The Goon Cast 254 - Olden Times - @JustinSmithOKC and @sujidubz http://www.thegooncast.com #xfl #terminator #WWF #standupcomedy #chesthair #babyfood #brunch #hardseltzer #coronavirus #nickelodeon #popsmoke #portugalcoolguy #crowdwork #inspired,thegooncast,4
32,2020-04-22 10:17:37+00:00,19 Wisconsin coronavirus cases reportedly linked to Election Day https://www.msnbc.com/all-in/watch/19-wisconsin-coronavirus-cases-reportedly-linked-to-election-day-82370117828 via @MSNBC,jamiaw,2
33,2020-04-22 09:24:52+00:00,"DOJ opposition took narrow view of compassionate release: seriously ill individual prisoner. But, the present situation is that there are too many people in prisons exposed to Coronavirus and A.G. has said some can be released. So, release her AND OTHERS who are at risk.",AMikofsky,2
34,2020-04-22 05:37:44+00:00,Trying to workout from home #Quarantine #Coronavirus ,Felipe_Lenis,0
35,2020-04-22 02:31:48+00:00,One of my dumbass redneck cousins is messaging me on Facebook telling me to “go take pictures” because she doesn’t think the coronavirus is real. Give me patience God because if I curse at her the way I would like to my momma will be angry with me,Walter_JF00,0
36,2020-04-22 02:06:24+00:00,"I assume there won’t be forthcoming apologies from these #shameless shills, these purveyors of false hopes #Hydroxychloroquine #coronavirus #COVID19 #COVID #COVID2019 #medtwitter #media #FoxNewsLiedAsPeopleDied #FauxNews",mnutty,2
37,2020-04-22 01:11:15+00:00,lil xan is what the corona virus would look like if it was a person.,prodseanwavy,1
38,2020-04-22 00:43:56+00:00,#COVID19 4/21/20 update #coronavirus ,OfficialUCNJ,5
39,2020-04-22 00:42:40+00:00,NY issues do-not-resuscitate guideline for cardiac patients amid coronavirus ,IamJavone,0
40,2020-04-22 00:40:22+00:00,Country's desperate citizens prefer to die from coronavirus than hunger ,MavenCruise,0
41,2020-04-22 00:29:39+00:00,1- go on Netflix 2- watch containment 3- imagine that what they goin thru in the show is the corona virus 4- think twice bout goin out 5- stay in the house,WestsideDonnie,0
42,2020-04-22 00:26:48+00:00,"“God, I f*ckin hate the Coronavirus” - my 38 year old brother-in-law.",lisafriscia,0
43,2020-04-22 00:26:35+00:00," HERE'S: What could happen. If your wrong @BrianKempGA, remember people won't re-elect a murderer. GA. blood will be forever engrained on your hands if the #coronavirus cases increase in #GA. I pray for the state of #Georgia . #baddecision @GovKemp",Totallysamsays,0
44,2020-04-22 00:19:39+00:00,So Coronavirus and the flu are about to bukkake our whole winter pic.twitter.com/Wn3IweedCR,718Shaun,2
45,2020-04-22 00:16:44+00:00,"CBSN Boston is LIVE with the latest local news and weather including continuing coverage on the #coronavirus pandemic, @LiamWBZ anchoring tonight watch it on http://CBSBoston.com and on the free @CBSNews app. @PaulaEbben @ericfisher #InThisTogether http://boston.cbslocal.com/live",JoshX1993,0
46,2020-04-22 00:12:03+00:00,The story is mind blowing Coronavirus Pandemic (full film) | FRONTLINE https://youtu.be/4DJtjyB1gvE via @YouTube,philritz1,0
47,2020-04-22 00:09:32+00:00,"At this point I dont watch the coronavirus press briefings. Unless Dr Fauci, is present and conducting the briefing",madamD48,0
48,2020-04-22 00:05:46+00:00,"We hadn't forgot about @TanyaRivero, earlier in 7pm Tanya brought CBSN viewers to @NYGovCuomo's presser after his visit to the W.H. to meet w/ Pres Trump (Gov. Cuomo gave his regular update earlier in the day before he departed to D.C.). #coronavirus @DevinZapka @robjgifford",JoshX1993,0
49,2020-04-22 00:04:42+00:00,Detroit First Responder’s Five Year Old Daughter Passes Away From Coronavirus! ,IamTamaraShanay,0
50,2020-04-22 00:03:21+00:00, #coronajokes #coronavirus ,tiffanyrose1984,0
51,2020-04-22 00:03:00+00:00,Coronavirus particles were found in the tubular epithelium and podocytes (6)...what does that mean?,sting2music,0
0,2020-04-23 23:35:37+00:00,"My 3rd #coronavirus #DJ livestream fundraiser will be this Saturday from 5PM EST until who knows when. We have raised nearly $1,300 so far for #NYC charities &amp; businesses in need due to #COVID19. Please come join me this #Saturday on my @twitch channel http://twitch.tv/lilyraynyc",lilyraynyc,8
1,2020-04-23 22:48:23+00:00,"#coronavirus has got me wiping my mail with a clorox wipe and shit but, I’m NOT about to soak my coochie in bleach. “Please Do Not Bathe In Clorox Like Cristina Cuomo Has Been Doing. “ https://www.huffpost.com/entry/cristina-cuomo-clorox-coronavirus_l_5ea1e30ec5b60f4ac13f4914",GspotMMA,5
2,2020-04-23 22:18:57+00:00,I think I just heard Dr. Trump say that disinfectants should be injected into the lungs! #coronavirus,Istanbultelaviv,3
3,2020-04-23 20:31:12+00:00,"A fivefold increase in cyberattacks on @WHO staff &amp; increased email scams against the public at large at a time when WHO needs to focus on the most important enemy in this crisis, #COVID19, is mind boggling. The Coronavirus will not spare cyber hackers nor scammers! Wise up! ",MaherNasserUN,3
4,2020-04-23 20:23:20+00:00,"How awkward is it for #DrFauci or #DrBirx or anyone really, to speak candid truths with #potus standing over their shoulder breathing down their neck, ready to jump in at any time. Seems a little, you know, unfair for everyone and downright absurd. #COVID19 #coronavirus",LeeAbbamonte,1
5,2020-04-23 19:06:53+00:00,"These 2 women tried to shame me in the grocery store as I picked up salami. To each other but stupidly: NO, HURRY, PAST THE DEAD ANIMAL SECTIONS. PEOPLE ARE JUST TRYING TO SPREAD MORE CORONAVIRUS. I asked why they were standing so fkn close to me and they called me a bitch.",newyorkperi,2
6,2020-04-23 18:29:09+00:00,Fred Da Godson has passed away from Coronavirus complications RIP #LilMixtapez #FredDaGodson,LilMixtapez,2
7,2020-04-23 17:49:12+00:00,"The Coronavirus Diaries, Day 42: The Grocery Store ",BrianKeene,7
8,2020-04-23 17:29:26+00:00,"""In conversations with seniors living alone through the coronavirus, the most frequently cited consolation was prayer. Second was art."" Take a moment to meet these seniors, reflecting on isolation. Great story by @ramesjamsay for @WNYC/@Gothamist:",shubasu,6
9,2020-04-23 17:29:07+00:00,Gov. Andrew Cuomo Gives Coronavirus Update ,EricaJong,3
10,2020-04-23 17:28:49+00:00,Major player in ESPN draft coverage won’t be on the show tonight; recovering from coronavirus. ,BenFischerSBJ,5
11,2020-04-23 17:10:39+00:00,"NEW: NJ #coronavirus #s show state will top 100k positive tests Friday w/ 4247 new cases for total of 99,989. Deaths below—still in plateau territory but a steady drumbeat of death and sickness @NBCNewYork",brian4NY,3
12,2020-04-23 16:20:33+00:00,"Legitimate questions: (1) Why must asymptomatic people who test positive for #COVID19 be isolated? (2) Does the virus eventually pass out of their systems? (3) When do asymptomatic people become virus-free? and (4) Are persons sickened by the virus who recover, #coronavirus-free?",SquarePegDem,2
13,2020-04-23 15:41:30+00:00,"Trump said that if the coronavirus comes back in the fall, it will not come back to this degree, he has “spoken to 10 people about this.” One minute later, Dr. Fauci says if we ignore instructions, the virus will be back with a flourish in the fall, “that’s how viruses work.” ",SarahHeartsNYC,2
14,2020-04-23 14:25:14+00:00,Edit: 5PM EST today! Yay for timezone confusion Looking forward to joining this panel with @iPullRank and @Casieg to discuss changing search behaviors due to #coronavirus - join us on Zoom! ,lilyraynyc,4
15,2020-04-23 13:33:15+00:00,Please join this Facebook Live event TODAY at 7 p.m. on @AswMcKnight Facebook page to learn how to navigate social services during coronavirus. ,SenMTeresaRuiz,7
16,2020-04-23 13:08:04+00:00,"As the number of coronavirus cases spike in Maryland’s Prince George’s County, these 3 pregnant ER doctors have opted to stay on the frontlines of an emerging COVID-19 hotspot. An inspiring story from @rachelvscott and myself. https://gma.abc/2VPI9yF @ABCNewsLive @GMA @ABC",BrianaKStewart,27
17,2020-04-23 03:01:53+00:00,To say that this Administration dropped the ball on the novel coronavirus #IsAMassiveUnderstatement,BrandonBurner66,3
18,2020-04-23 01:34:38+00:00,"9/11 claimed 2,996 lives, Coronavirus has so far claimed 15,302 deaths in New York. Five times the number. That is terrifying...",VulieK,2
19,2020-04-23 00:09:04+00:00,Yep. She’s amazeballs. My sister Epidemiologist Dr. @arimoin @ucla Fielding School #virushunter who says the key to reopening the economy is a NATIONAL testing plan #Coronavirus ,LizClaman,5
20,2020-04-23 23:43:44+00:00,"The good news is, if you inject yourself with disinfectant then you probably won’t die from *coronavirus* ",PerriLane,1
21,2020-04-23 22:24:46+00:00,No no Dr. Fauci but warm weather and UV rays kill Coronavirus.... Hummm. Na. Not till I hear it from a short guy with a Brooklyn accent. ,DouglasQDavis,0
22,2020-04-23 21:47:03+00:00,NO TESTING - NO WORKING. RONA IS ALIVE AND BREEDING IN NYC @smokeinpeaceUSA #lockdownextension #coronavirus ,smokeinpeaceUSA,0
23,2020-04-23 20:36:16+00:00,This is ridiculous. Government should be making people whole during the Coronavirus crisis not printing money it doesn't have to subsidize unemployment. Time for a cautious and sensible plan to reopen our economy. ,RobertLMorganII,1
24,2020-04-23 17:52:44+00:00,"Post coronavirus, I'm hanging out with @smokncannabis",smokeinpeaceUSA,1
25,2020-04-23 17:34:36+00:00,... they’re making jokes about cnn anchors who’ve contracted #coronavirus. ,nick_ramsey,1
26,2020-04-23 17:14:31+00:00,"It’s the other way around, coronavirus is being underreported bc lack of testing.",cool_ozzy,0
27,2020-04-23 16:10:28+00:00,I used to feel indifferent about Cuomo being governor until i seen the way he’s been handling the coronavirus. Man is stepping up,_averyjordan,0
28,2020-04-23 15:56:03+00:00,"My second-row forward’s ears, even though only very minorly cauliflowered and flappy, make wearing my homemade coronavirus mask impossible. Time to time-machine it back to Otley &amp; Durham 1996-99 &amp; make myself wear much thicker electrical tape even when it’s only Horden Twos away.",MartinPengelly,0
29,2020-04-23 15:12:43+00:00,"We cannot get immune to the non-stop antisemitism, online and in person, spewed by many - especially right wing anti-science/anti-reality rallies - around the #coronavirus. It's concerning beyond words, albeit not surprising. Yes, we need to call in our own communities &gt; ",AbbyChavaStein,1
30,2020-04-23 14:28:32+00:00,"""THANK THEM THURSDAY"" | Today's #KindnessBeatsTheVirus challenge is inspired by Chudi cjdynasty, a pharmacist at Elmhurst Hospital, one of NYC's first #coronavirus epicenters. Yesterday, he ""came home to a sweet… https://www.instagram.com/p/B_U6UHVHrWO/?igshid=yne288kjuypu",NYCthrive,2
31,2020-04-23 14:10:53+00:00,".@NYGovCuomo telling people they should go get essential jobs if they want to go back to work, just adds fuel to the open up protestors fire. People want to crown him as some #CoronaVirus response savior, but he’s said some dumb things and did some fear mongering along the way.",John_Seravalli1,0
32,2020-04-23 12:26:02+00:00,"This isn’t because of the human coronavirus running this country. It is deeply fundamental, cultural, societal, this corrosion all around us, in us, and I still haven’t read something that definitively explains it vs other countries. And it is eating me inside-out. Anyone?",rafat,1
33,2020-04-23 09:33:15+00:00,Dr. Rick Bright - A doctor who was removed as head of the federal agency that is helping develop a vaccine for the coronavirus said he was ousted after resisting widespread adoption of a drug promoted by President https://www.cnbc.com/amp/2020/04/22/coronavirus-treatment-vaccine-doctor-says-worry-about-trump-idea-led-to-ouster.html?__twitter_impression=true #COVIDIOTS #TrumpMeltdown #smh,ICEMANMIKA,2
34,2020-04-23 03:51:21+00:00,"Self isolation got me like... @monetxchange #coronavirus #coronavirusmemes @New York, New York https://www.instagram.com/p/B_TwtTMJ-aY/?igshid=1jys169rjlr7k",DragQueensNYC,1
35,2020-04-23 03:45:34+00:00,The coronavirus pandemic has given EMTs the unenviable task of separating patients from their families. @CBSNewYork @FDNY https://newyork.cbslocal.com/2020/04/22/coronavirus-emotional-toll-emts/,AliBaumanTV,0
36,2020-04-23 02:56:06+00:00,To not get the Coronavirus as an essential worker ,XBLCrossfire,0
37,2020-04-23 02:47:50+00:00,#coronavirus #coronavirusNYC #COVIDIDIOTS #SignsYoureACOVIDIOT “ You lisen to politicians instead of scientist”.,pluna00,1
38,2020-04-23 01:39:06+00:00,"Coronavirus: 4 more tigers, 3 lions test positive for COVID-19 at New York's Bronx Zoo https://abc7.com/pets-animals/4-more-tigers-3-lions-test-positive-for-covid-19-at-nys-bronx-zoo/6122870/ via @abc7",PrancingPapio,3
39,2020-04-23 00:33:14+00:00,"Love literally knows no bounds for these two octogenarians. They will not be stopped by borders nor coronavirus. Love wins, always. ",christanyc,0
40,2020-04-23 00:26:26+00:00,@JohnCena How about fresh #Freestyle on Earth’s No.1 Villain: #KoronaVyrus? #YouCantSeeKorona #CoronaVirus ,MisterRuda218,0
41,2020-04-23 00:25:47+00:00,"Sad note today. #NewYork State has now exceeded 20,000 deaths due to COVID-19, w/ a total of 20,354. Also, #NewJersey has exceeded 5,000 COVID-19 deaths, w/ a current total of 5,063. #COVID19 #Coronavirus #CoronavirusNYC #CoronavirusUSA #TrumpLiesAboutCoronavirus #MAGA? #KAG?",KevinClamato,2
42,2020-04-23 00:25:29+00:00,"Dr Melba Taylor will Be answering questions about #covid_19. symptoms, medicines, warnings &amp; precautions. See you guys tonight at 9:30. Let’s get to the truth. #corona #covid #coronavirus #Doctor @Manhattan, New York https://www.instagram.com/p/B_TZ1qugErV/?igshid=159wh64c5a76k",MrMecc,0
43,2020-04-23 00:20:36+00:00,"これ見よう。4/26に公開。“Coronavirus, Explained” on Netflix ",taka116t,0
44,2020-04-23 00:16:15+00:00,"Illinois reported a new daily high of over 2,000 coronavirus cases on Wednesday as experts project the state has yet to even hit its peak.- REPORT",iammix24,0
45,2020-04-23 00:14:14+00:00,Dos gatos en Nueva York han sido infectados con el coronavirus. ,antroastronomo,0
46,2020-04-23 00:13:27+00:00,Mr. Galo’s 5:15pm hiphop class showing off their moves!! Staying loose and limber!! #hiphop #class #dance #moves #showingoff #loose #limber #stayhome #staysafe #stayhealthy #corona #virus #covid19 #explorepage… https://www.instagram.com/p/B_TYdH3jn89/?igshid=1xugy3bnuz6h3,BroadwayPerform,0
47,2020-04-23 00:13:00+00:00,"""Stop saying you're STUCK AT HOME. Start saying you're SAFE AT HOME."" -Mel Robbins #Lehasig #Training #Coaching #Coronavirus @Brooklyn, New York https://www.instagram.com/p/B_TYaX1lx1k/?igshid=1kws9rxdoi5p9",YeedleMelber,0
48,2020-04-23 00:11:24+00:00,Inmates committing crimes after coronavirus release 'unconscionable': de Blasio https://nypost.com/2020/04/20/unconscionable-for-released-inmates-to-commit-crimes-de-blasio/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypmetro,Gmann658,0
49,2020-04-23 00:10:22+00:00,This Show Is Crazy. I Like It Alot #OZARK #OZARKNETFLIX #NETFLIX #MISSOURI #STREAM #STREAMING #HOME #StayHome #StayAtHome #QuedateEnCasa #SocialDistancing #Quarantine #COVID19 #CoronaVirus #ARIAS ,JORDANARIASXGOD,0
50,2020-04-23 00:09:13+00:00,I had a great week and then have been hit again with headaches above my eyes recently — mild this time so not as intense but makes focusing a challenge. Almost like coronavirus is coming back for a round 2 :-(,JWalpole,0
51,2020-04-23 00:03:36+00:00,"“When Quarantine got you Bored AF & you watched Top Boy sooo many times, you Legit think you a Thug now”. God Help Me! #TopBoy #StaySafeAndFloss #Grillz #MaskOnMaskOff #ThugLife #Thug #CoronaVirus #Laugh… https://www.instagram.com/p/B_TXVYZJUgV/?igshid=1p9c0thdsacc6",YsanneBueno,0
52,2020-04-23 00:03:00+00:00,"Camino al Supermercado, calles vacias, negocios cerrados !! #coronavirus @Bronx Little Italy https://www.instagram.com/p/B_TXRCPDqLELfD_C4aGGmvkiiuhWLYPOYAYpVE0/?igshid=ad03a8oz1woo",CELSOMIGUEL,0
53,2020-04-23 00:01:25+00:00,"O meu seguidor número 3000 não vai ser hospitalizado por coronavirus* Isso não significa que ele não não será hospitalizado por outra coisa e lá, no hospital lotado, vai contrair o covid e vir a obito. FIQUEM EM CASA! É SÉRIO!!",OtioDarwin,0
0,2020-04-24 23:52:24+00:00,"I'm wondering what turnout in the 2020 general election will be. Between the Coronavirus and the fact that both major party candidates are rapists, I can only assume it will be low.",yesthatCarlo,8
1,2020-04-24 23:50:19+00:00,"Well it’s about MF Time #boyBYE #nomoreLies “I mean, you wonder how we got to the point where you're talking about injecting disinfectant?"" the source wondered aloud.” Day #1191 of The Occupation Trump plans to cut daily coronavirus briefings - Axios ",AccActivist,4
2,2020-04-24 21:20:47+00:00,Producers aren’t gonna get the coronavirus cuz we never leave the house lmaoooo,ReefHustleMusic,4
3,2020-04-24 20:57:12+00:00,"Having antibodies of the #coronavirus doesn’t mean you have a superpower, New York City Council Health Committee Chair @MarkLevineNYC says. Why then putting so much hope in those tests? Listen here @NY1",JuanMaBenitez,13
